CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"8293","ACCT 200","1","Accounting Concepts","3","","Lec","MWF","0800-0850","LUTR 170","Williams, LaMonte","18","Open",
"9258","ACCT 200","2","Accounting Concepts","3","","Lec","MW","1800-1915","FORBES 2070C","Staff, CNU","18","Open",
"8294","ACCT 201","1","Prin of Account I: Financial","3","","Lec","MWF","1400-1450","FORBES 3014","Walker, George","24","Open",
"8295","ACCT 201","2","Prin of Account I: Financial","3","","Lec","MWF","1100-1150","LUTR 242","Walker, George","24","Open",
"9248","ACCT 201","3","Prin of Account I: Financial","3","","Lec","MWF","1300-1350","FORBES 3014","Walker, George","19","Open",
"8296","ACCT 202","1","Prin of Account II: Managerial","3","","Lec","TR","1630-1745","LUTR 142","Chung, Keun Ho","33","Open",
"8297","ACCT 202","2","Prin of Account II: Managerial","3","","Lec","MWF","1200-1250","LUTR 242","Scott, Mary","24","Open",
"8298","ACCT 202","3","Prin of Account II: Managerial","3","","Lec","MWF","1300-1350","LUTR 242","Scott, Mary","24","Open",
"8299","ACCT 202","4","Prin of Account II: Managerial","3","","Lec","MWF","0900-0950","FORBES 3012","Scott, Mary","23","Open",
"8300","ACCT 202","5","Prin of Account II: Managerial","3","","Lec","TR","0800-0915","LUTR 142","Chung, Keun Ho","28","Open",
"9231","ACCT 301","1","Intermediate Accounting I","3","","Lec","TR","1330-1445","LUTR 242","Frucot, Veronique","15","Open",
"8303","ACCT 302","1","Intermediate Accounting II","3","","Lec","MWF","1100-1150","TFAC 204","Kugel, Jonathan","15","Open",
"9229","ACCT 302","2","Intermediate Accounting II","3","","Lec","MWF","1400-1450","TRIB 1210","Kugel, Jonathan","15","Open",
"8304","ACCT 303","1","Cost/Managerial Accounting","3","","Lec","TR","1800-1915","LUTR 142","Chung, Keun Ho","24","Open",
"9274","ACCT 402","1","Advanced Taxation","3","","Lec","MW","1800-1915","LUTR 242","Staff, CNU","19","Open",
"8305","ACCT 404","1","Volunteer Income Tax Assist","1","","Int","","","ARR ","Scott, Mary","0","Closed",
"8306","ACCT 406","1","WI:Case Studies in Accounting","3","  WI","Lec","MWF","1000-1050","LUTR 242","Walker, George","23","Open",
"8307","ACCT 451","1","Govt &amp; Nonprof Acctng &amp; Topics","3","","Lec","TR","1100-1215","LUTR 142","Frucot, Veronique","15","Open",
"8308","ACCT 552","1","Financial Reg &amp; Prof Responsib","3","","Lec","TR","1800-1915","LUTR 137","Ficht, Linda","7","Open",
"8920","AMST 100","1","The American Experiment","3","  AIDE  ","Lec","MWF","1000-1050","MCM 312","Garmon, Frank","34","Open",
"8921","AMST 100","2","The American Experiment","3","  AIDE  ","Lec","MWF","1200-1250","FORBES 3012","Garmon, Frank","24","Open",
"8922","AMST 100","3","The American Experiment","3","  AIDE  ","Lec","MW","1600-1715","MCM 212","Morrison, Jeffry","24","Open",
"8923","AMST 100","4","The American Experiment","3","  AIDE  ","Lec","MWF","1400-1450","MCM 210","Little, David","19","Open",
"8924","AMST 100","5","The American Experiment","3","  AIDE  ","Lec","TR","0930-1045","MCM 164","Morrison, Jeffry","34","Open",
"8926","AMST 100","7","The American Experiment","3","  AIDE  ","Lec","TR","1800-1915","MCM 210","White, William","19","Open",
"8927","AMST 100","8","The American Experiment","3","  AIDE  ","Lec","TR","1930-2045","MCM 210","White, William","19","Open",
"8928","AMST 120","1","Encounters w/ the Constitution","3","  AIDE","Lec","TR","1330-1445","MCM 101","Mims, William","34","Open",
"8929","AMST 200","1","Evolution-American Experiment","3","  AIWT","Lec","MWF","0900-0950","MCM 260","Kaufer Busch, Elizabeth","24","Open",
"8930","AMST 200","2","Evolution-American Experiment","3","  AIWT","Lec","TR","1500-1615","MCM 212","Morrison, Jeffry","24","Open",
"8931","AMST 300","1","The American Exp: Global Infl","3","  AIGM","Lec","MW","1930-2045","MCM 314","McCarthy, William","24","Open",
"8932","AMST 330","1","Treason in America","3","","Lec","TR","1100-1215","MCM 260","White, Jonathan","24","Open",
"8933","AMST 350","1","Sex, Law and Society","3","","Lec","MWF","1000-1050","MCM 260","Kaufer Busch, Elizabeth","19","Open",
"9247","AMST 395","1","SPC TP:COVID-19 &amp; Constitution","3","","Lec","TR","1630-1745","LUTR 372","Mims, William","7","Open",
"8934","AMST 490","1","WI: Capstone Sem-Amer Studies","3","  WI","Lec","TR","0930-1045","MCM 200C","White, Jonathan","15","Open",
"8080","ANTH 200","1","Human Adaptation","3","  AINW","Lec","MWF","1300-1350","LUTR 170","Loy, Christopher","19","Open",
"8081","ANTH 200","2","Human Adaptation","3","  AINW","Lec","MWF","1400-1450","LUTR 170","Loy, Christopher","19","Open",
"8082","ANTH 203","1","Cultural Anthropology","3","  AIGM","Lec","TR","1630-1745","LUTR 170","Staff, CNU","35","Open",
"8083","ANTH 203","2","Cultural Anthropology","3","  AIGM","Lec","TR","1930-2045","LUTR 170","Staff, CNU","35","Open",
"9225","ANTH 325","1","Food and Culture","3","  AIGM","Lec","TR","1100-1215","LUTR 167","Timmer, Andria","9","Open",
"8084","ANTH 365","1","Case Study in Culture","3","","Lec","T","1800-2045","LUTR 157","Palmer, Seth","19","Open",
"8085","ANTH 377","1","Gender and Power","3","  AIGM","Lec","TR","1330-1445","LUTR 167","Palmer, Seth","9","Open",
"8086","ANTH 377","2","Gender and Power","3","  AIGM","Lec","TR","1500-1615","LUTR 167","Palmer, Seth","9","Open",
"9209","ANTH 395","1","SPC TP: Rise of Civilizations","3","","Lec","MWF","1000-1050","LUTR 167","Loy, Christopher","19","Open",
"8671","ARAB 102","1","Beginning Arabic II","3","","Lec","MWF","1200-1250","MCM 160","Obeid, Diana","19","Open",
"8672","ARAB 102","2","Beginning Arabic II","3","","Lec","MWF","1000-1050","MCM 364","Obeid, Diana","19","Open",
"8673","ARAB 202","1","Intermediate Arabic II","3","  LLFL","Lec","MWF","1300-1350","MCM 160","Obeid, Diana","19","Open",
"8505","BCHM 410","1","Medical Biochemistry","3","","Lec","MWF","1100-1150","FORBES 1022","Liskin, Dmitry","48","Open",
"8506","BCHM 415","1","Biochemistry II","3","","Lec","MWF","0900-0950","FORBES 3048","Gruber, Todd","24","Open",
"8507","BCHM 415L","1","Biochemistry II Lab","1","","Lab","T","1330-1720","FORBES 3048","Thorsen, Amanda","24","Open",
"8859","BIOL 108","1","General Biology II","3","  AINW","Lec","TR","1800-1915","FORBES 1022","Waldien, David","94","Open",
"8861","BIOL 109L","1","General Biology Laboratory","1","  AINW","Lab","M","1400-1550","FORBES 1027","Loftis, Jon","24","Open",
"8862","BIOL 109L","2","General Biology Laboratory","1","  AINW","Lab","M","1600-1750","FORBES 1027","Loftis, Jon","24","Open",
"8863","BIOL 109L","3","General Biology Laboratory","1","  AINW","Lab","M","1800-1950","FORBES 1027","Loftis, Jon","24","Open",
"8864","BIOL 109L","4","General Biology Laboratory","1","  AINW","Lab","T","1800-1950","FORBES 1027","Lundquist, Adam","24","Open",
"8865","BIOL 109L","5","General Biology Laboratory","1","  AINW","Lab","R","1800-1950","FORBES 1027","Lundquist, Adam","24","Open",
"8866","BIOL 109L","6","General Biology Laboratory","1","  AINW","Lab","M","2000-2150","FORBES 1027","Loftis, Jon","24","Open",
"8867","BIOL 109L","7","General Biology Laboratory","1","  AINW","Lab","T","2000-2150","FORBES 1027","Lundquist, Adam","24","Open",
"8868","BIOL 109L","8","General Biology Laboratory","1","  AINW","Lab","R","2000-2150","FORBES 1027","Lundquist, Adam","24","Open",
"8508","BIOL 113","1","Topics in Medicine and Health","3","  AINW","Lec","MW","1800-1915","FORBES 1022","Staff, CNU","48","Open",
"8860","BIOL 115","1","Tpcs in Ecology &amp; Environment","3","  AINW","Lec","MWF","1200-1250","MCM 101","Atkinson, Robert","95","Open",
"8509","BIOL 211","1","Principles of Biology I","3","","Lec","MWF","0800-0850","FORBES 2070E","Burket, Jessica","48","Open",
"8510","BIOL 211","2","Principles of Biology I","3","","Lec","MWF","0900-0950","FORBES 2015","Salazar, Anna","48","Open",
"8511","BIOL 211","3","Principles of Biology I","3","","Lec","TR","0800-0915","FORBES 2015","Meighan, Christopher","24","Open",
"8513","BIOL 211","4","Principles of Biology I","3","","Lec","TR","1100-1215","FORBES 2070D","Brown, Gwynne","48","Open",
"8514","BIOL 211L","1","Principles of Biology I Lab","1","","Lab","M","1300-1650","FORBES 1009","Tombolato-Terzić, Denise","24","Open",
"8515","BIOL 211L","2","Principles of Biology I Lab","1","","Lab","T","0800-1150","FORBES 1009","Guidicelli-Gadea, Lourdes","24","Open",
"8516","BIOL 211L","3","Principles of Biology I Lab","1","","Lab","W","1800-2150","FORBES 1009","Dorsey, Brittany","24","Open",
"8517","BIOL 211L","4","Principles of Biology I Lab","1","","Lab","T","1800-2150","FORBES 1009","Henretta, Leah","24","Open",
"8518","BIOL 211L","5","Principles of Biology I Lab","1","","Lab","R","1800-2150","FORBES 1009","Staff, CNU","0","Closed",
"8519","BIOL 211L","6","Principles of Biology I Lab","1","","Lab","W","1300-1650","FORBES 1009","Tombolato-Terzić, Denise","24","Open",
"8520","BIOL 211L","7","Principles of Biology I Lab","1","","Lab","T","1330-1720","FORBES 1009","Brown, Gwynne","24","Open",
"8869","BIOL 212","1","Principles of Biology II","3","","Lec","TR","0800-0915","FORBES 2070E","Lattanzio, Matthew","48","Open",
"8870","BIOL 212","2","Principles of Biology II","3","","Lec","TR","0930-1045","FORBES 2070E","Meyer, Michael","48","Open",
"8871","BIOL 212","3","Principles of Biology II","3","","Lec","TR","1100-1215","FORBES 2070E","Meyer, Michael","24","Open",
"8872","BIOL 212L","1","Principles of Biology II Lab","1","","Lab","W","0900-1250","FORBES 1027","Haymond, Shauna","24","Open",
"8873","BIOL 212L","2","Principles of Biology II Lab","1","","Lab","R","1330-1720","FORBES 1002","Sinclair, Kathryn","24","Open",
"8874","BIOL 212L","3","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1002","Sinclair, Kathryn","24","Open",
"8875","BIOL 212L","4","Principles of Biology II Lab","1","","Lab","F","1330-1720","FORBES 1027","Sinclair, Kathryn","24","Open",
"8876","BIOL 212L","5","Principles of Biology II Lab","1","","Lab","T","1330-1720","FORBES 1027","Haymond, Shauna","24","Open",
"8877","BIOL 213","1B","Principles in Biology III","3","","Lec","MWF","1000-1050","FORBES 1039","Collar, David","24","Open",
"8878","BIOL 213","2A","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2070E","Steven, Janet; Harwell, Heather","48","Open",
"8879","BIOL 213","3B","Principles in Biology III","3","","Lec","MWF","1100-1150","FORBES 2015","Harwell, Heather; Steven, Janet","48","Open",
"8880","BIOL 213L","1B","Principles of Biology III Lab","1","","Lab","T","0900-1250","FORBES 1039","Burke, Russell; Ramey, Teri; Stanley, Kayla; Kalmbach, Dahria","24","Open",
"8881","BIOL 213L","2A","Principles of Biology III Lab","1","","Lab","M","1300-1650","FORBES 1033","Ramey, Teri; Burke, Russell; Stanley, Kayla; Kalmbach, Dahria","24","Open",
"8882","BIOL 213L","3B","Principles of Biology III Lab","1","","Lab","M","1300-1650","FORBES 1039","Burke, Russell; Ramey, Teri; Stanley, Kayla; Kalmbach, Dahria","24","Open",
"8883","BIOL 213L","4A","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1033","Ramey, Teri; Burke, Russell; Stanley, Kayla; Kalmbach, Dahria","24","Open",
"8884","BIOL 213L","5B","Principles of Biology III Lab","1","","Lab","W","1300-1650","FORBES 1039","Burke, Russell; Ramey, Teri; Stanley, Kayla; Kalmbach, Dahria","24","Open",
"8521","BIOL 250","1","Intro to Kinesiology","3","","Lec","MW","1800-1915","FORBES 2070E","Powell, Lisa","48","Open",
"9219","BIOL 271","1","Medical Terminology","3","","Lec","MWF","1200-1250","FORBES 2012","Grau, Harold","19","Open",
"8522","BIOL 285","1","Fund Human Anatmy &amp; Phys II","3","","Lec","TR","0930-1045","FORBES 2015","Knight, William","24","Open",
"8523","BIOL 285L","1","Fund Human Anatmy &amp; Phys Lb II","1","","Lab","M","1300-1650","FORBES 2056","Knight, William","24","Open",
"8524","BIOL 300","1","Biostats-Statstcl App Life Sci","3","","Lec","TR","0800-0915","FORBES 2090","Velkey, Andrew","11","Open",
"8525","BIOL 300L","1","Biostats-Statstcl App Life Lab","1","","Lab","TR","1100-1215","FORBES 2090","Velkey, Andrew","12","Open",
"8526","BIOL 301","1","Microbiology","3","","Lec","MWF","0900-0950","FORBES 2070E","Knies, Jennifer","48","Open",
"8527","BIOL 301L","1","Microbiology Laboratory","1","","Lab","T","1330-1720","FORBES 1015","Guidicelli-Gadea, Lourdes","24","Open",
"8528","BIOL 301L","2","Microbiology Laboratory","1","","Lab","W","1300-1650","FORBES 1015","Guidicelli-Gadea, Lourdes","24","Open",
"8529","BIOL 313","1","Genetics","3","","Lec","TR","1800-1915","MCM 101","Bogenpohl, James","95","Open",
"8530","BIOL 315","1","Human Anatomy/Physiology II","3","","Lec","TR","0800-0915","MCM 260","Grau, Harold","48","Open",
"8531","BIOL 315","2","Human Anatomy/Physiology II","3","","Lec","TR","1100-1215","FORBES 2015","Knight, William","48","Open",
"8532","BIOL 315L","1","Human Anatmy/Physiology II Lab","1","","Lab","T","1330-1720","FORBES 2056","Grau, Harold","24","Open",
"8533","BIOL 315L","2","Human Anatmy/Physiology II Lab","1","","Lab","W","1300-1650","FORBES 2056","Knight, William","24","Open",
"8534","BIOL 315L","3","Human Anatmy/Physiology II Lab","1","","Lab","R","1330-1720","FORBES 2056","Grau, Harold","24","Open",
"8535","BIOL 315L","4","Human Anatmy/Physiology II Lab","1","","Lab","W","1800-2150","FORBES 2056","Staff, CNU","0","Closed",
"8536","BIOL 319","1","Nutrition &amp; Energy Homeostasis","3","","Lec","MWF","1100-1150","FORBES 3014","Li, Zidong","29","Open",
"8537","BIOL 326","1","Genomics, Proteomics &amp; Bioinfo","3","","Lec","MWF","1000-1050","FORBES 2070E","Tombolato-Terzić, Denise","48","Open",
"8887","BIOL 365","1","Evolutionary Biology","3","","Lec","TR","1100-1215","FORBES 1027","Abraham, Barbara","24","Open",
"8538","BIOL 391","1","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 1015","Webb, Lisa","7","Open",
"8892","BIOL 391","10","WI: Junior Seminar","1","  WI","Lec","F","1200-1250","FORBES 2051","Harwell, Heather","7","Open",
"8893","BIOL 391","11","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 2051","Thompson, Jessica","7","Open",
"9240","BIOL 391","12","WI: Junior Seminar","1","  WI","Lec","M","0900-0950","FORBES 1015","Webb, Lisa","7","Open",
"8539","BIOL 391","2","WI: Junior Seminar","1","  WI","Lec","W","1100-1150","FORBES 1015","Webb, Lisa","7","Open",
"8540","BIOL 391","3","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 1009","Mitrano, Darlene","7","Open",
"8541","BIOL 391","4","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 1002","Mitrano, Darlene","7","Open",
"8542","BIOL 391","5","WI: Junior Seminar","1","  WI","Lec","F","1000-1050","FORBES 1002","Mitrano, Darlene","7","Open",
"8888","BIOL 391","6","WI: Junior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2051","Thompson, Jessica","7","Open",
"8889","BIOL 391","7","WI: Junior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2051","Thompson, Jessica","7","Open",
"8890","BIOL 391","8","WI: Junior Seminar","1","  WI","Lec","M","1000-1050","FORBES 2051","Harwell, Heather","7","Open",
"8891","BIOL 391","9","WI: Junior Seminar","1","  WI","Lec","W","1000-1050","FORBES 2051","Harwell, Heather","7","Open",
"8894","BIOL 409","1","Comparative Anatomy Vert","4","","Lec","MWF","1200-1250","FORBES 2043","Collar, David","24","Open",
"8895","BIOL 409L","1","Comp Anat Vert Lab","0","","Lab","R","1330-1720","FORBES 1039","Collar, David","24","Open",
"8543","BIOL 412","1","Fndmntl Molecular Biology","4","","Lec","TR","0930-1045","FORBES 1015","Meighan, Christopher","24","Open",
"8544","BIOL 412L","1","Fndmntl Molecular Biology Lab","0","","Lab","M","1300-1650","FORBES 1015","Bogenpohl, James","24","Open",
"8545","BIOL 424L","1","Human Donor Experience II","1 - 2","","Lab","","","ARR ","Murgia, Carla","0","Closed",
"8896","BIOL 425","1","Ornithology","3","","Lec","MWF","1100-1150","FORBES 2043","Sherwin, Richard","19","Open",
"8897","BIOL 425L","1","Ornithology Lab","1","","Lab","W","1300-1650","FORBES 2043","Sherwin, Richard","19","Open",
"8546","BIOL 426","1","Human Biomechanics","3","","Lec","MWF","0800-0850","FORBES 2070C","Li, Zidong","24","Open",
"8547","BIOL 426L","1","Human Biomechanics Lab","1","","Lab","T","1330-1720","FORBES 1055","Li, Zidong","24","Open",
"8900","BIOL 430","1","Biogeography","3","","Lec","MWF","1000-1050","FORBES 2043","Meyer, Michael","0","Closed",
"8901","BIOL 434","1","Marine Ecology","4","","Lec","MWF","1100-1150","FORBES 3012","Burke, Russell","19","Open",
"8902","BIOL 434L","1","Marine Ecology Lab","0","","Lab","F","1300-1650","FORBES 2051","Burke, Russell","19","Open",
"8905","BIOL 435","1","Environmental Appl GIS","4","","Lec","TR","0930-1045","FORBES 2051","Whiting, Gary","19","Open",
"8906","BIOL 435L","1","Environmental Appl of GIS Lab","0","","Lab","T","1330-1720","FORBES 2051","Whiting, Gary","19","Open",
"8907","BIOL 440","1","Herpetology","4","","Lec","TR","1100-1215","FORBES 2043","Lattanzio, Matthew","19","Open",
"8908","BIOL 440L","1","Herpetology Laboratory","0","","Lab","M","1300-1650","FORBES 2043","Lattanzio, Matthew","19","Open",
"8548","BIOL 450","1","Environmental Microbiology","4","","Lec","MWF","1100-1150","FORBES 2070C","Knies, Jennifer","19","Open",
"8549","BIOL 450L","1","Environmental Microbiology Lab","0","","Lab","M","1300-1650","FORBES 1002","Knies, Jennifer","19","Open",
"8909","BIOL 454","1","Global Change","3","","Lec","R","1730-2020","FORBES 2051","Whiting, Gary","12","Open",
"8550","BIOL 491","1","WI: Senior Seminar","1","  WI","Lec","W","1700-1750","FORBES 1009","Dorsey, Brittany","7","Open",
"8551","BIOL 491","2","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 1009","Tombolato-Terzić, Denise","7","Open",
"8552","BIOL 491","3","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 1009","Tombolato-Terzić, Denise","7","Open",
"8553","BIOL 491","4","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 1009","Tombolato-Terzić, Denise","7","Open",
"8910","BIOL 491","5","WI: Senior Seminar","1","  WI","Lec","M","0900-0950","FORBES 2043","Sherwin, Richard","8","Open",
"8911","BIOL 491","6","WI: Senior Seminar","1","  WI","Lec","W","0900-0950","FORBES 2043","Sherwin, Richard","8","Open",
"8912","BIOL 491","7","WI: Senior Seminar","1","  WI","Lec","F","0900-0950","FORBES 2043","Sherwin, Richard","8","Open",
"9270","BIOL 495","1","SPC TP: Molculr &amp; Cell Bio Agn","3","","Lec","MWF","1000-1050","FORBES 1033","Salazar, Anna","9","Open",
"8310","BTMG 010","1","First YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","12","Open",
"8311","BTMG 020","1","Second YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","12","Open",
"8312","BTMG 030","1","Third YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","12","Open",
"8313","BTMG 040","1","Fourth YR-BTMG Activity Course","0","","Fie","","","ARR ","Donaldson, William","12","Open",
"8326","BUSN 210","1","Intro to Biotechnology &amp; Mgmt","3","","Lec","TR","1800-1915","LUTR 269","Smith, Elizabeth","0","Closed",
"8329","BUSN 231","3","Applied Business Statistics","3","","Lec","TR","1330-1445","LUTR 105","Kirac, Emre","24","Open",
"8330","BUSN 231","4","Applied Business Statistics","3","","Lec","TR","1500-1615","FORBES 2070A","Sixbey, Shannon","24","Open",
"8331","BUSN 231","5","Applied Business Statistics","3","","Lec","TR","1630-1745","FORBES 2070A","Sixbey, Shannon","24","Open",
"9250","BUSN 231","6","Applied Business Statistics","3","","Lec","MWF","0800-0850","LUTR 105","Bazzani, Phillip","23","Open",
"9263","BUSN 231","7","Applied Business Statistics","3","","Lec","TR","1800-1915","MCM 110","Phillips, Brian","24","Open",
"9272","BUSN 231","8","Applied Business Statistics","3","","Lec","MW","1600-1715","MCM 110","Cheney, Lonnie","24","Open",
"8332","BUSN 251","1","Business Law I","3","","Lec","TR","1630-1745","TRIB 208","Edgar, Frank","24","Open",
"8333","BUSN 251","2","Business Law I","3","","Lec","TR","1800-1915","TRIB 208","Edgar, Frank","24","Open",
"8334","BUSN 251","3","Business Law I","3","","Lec","TR","1100-1215","LUTR 137","Ficht, Linda","24","Open",
"8337","BUSN 251","5","Business Law I","3","","Lec","MW","1800-1915","FORBES 3014","Hutchison, Zachary","19","Open",
"8338","BUSN 251","6","Business Law I","3","","Lec","M","1800-2045","TRIB 208","Hansen, Bradley","24","Open",
"9249","BUSN 251","9","Business Law I","3","","Lec","W","1800-2045","TRIB 208","Hansen, Bradley","24","Open",
"8369","BUSN 276L","1","Software Applctn for Business","2","","Lab","M","1800-1950","MCM 110","Dougherty, Janna","18","Open",
"8370","BUSN 276L","2","Software Applctn for Business","2","","Lab","R","1800-1950","LUTR 123","Ibeh, Stephen","18","Open",
"8371","BUSN 276L","3","Software Applctn for Business","2","","Lab","R","2000-2150","LUTR 123","Ibeh, Stephen","18","Open",
"8373","BUSN 276L","4","Software Applctn for Business","2","","Lab","T","1800-1950","LUTR 123","Shaltayeva, Yelena","18","Open",
"8374","BUSN 276L","5","Software Applctn for Business","2","","Lab","T","2000-2150","LUTR 123","Shaltayeva, Yelena","18","Open",
"8341","BUSN 300","1","Organizational Behavior","3","","Lec","MWF","1300-1350","TFAC 205","Manspile, Randal","19","Open",
"8342","BUSN 300","2","Organizational Behavior","3","","Lec","MWF","1000-1050","TFAC 205","Manspile, Randal","19","Open",
"8343","BUSN 300","3","Organizational Behavior","3","","Lec","MWF","1100-1150","TFAC 205","Manspile, Randal","19","Open",
"8345","BUSN 303","2","Fundamentals of Business","3","","Lec","MWF","1300-1350","LUTR 264","McGreevy, Priscilla","24","Open",
"8346","BUSN 303","3","Fundamentals of Business","3","","Lec","MWF","1400-1450","LUTR 264","McGreevy, Priscilla","24","Open",
"8347","BUSN 304","1","Operations Management","3","","Lec","TR","1100-1215","LUTR 170","Bursaw, Curtis","24","Open",
"8348","BUSN 304","2","Operations Management","3","","Lec","TR","1330-1445","TRIB 208","Bursaw, Curtis","24","Open",
"8349","BUSN 304","3","Operations Management","3","","Lec","TR","0930-1045","LUTR 109","Bursaw, Curtis","24","Open",
"8351","BUSN 305","1","Introduction to Data Analytics","3","","Lec","TR","1800-1915","LUTR 105","Lamprecht, Donna","19","Open",
"8352","BUSN 305","2","Introduction to Data Analytics","3","","Lec","TR","1930-2045","LUTR 105","Lamprecht, Donna","19","Open",
"8353","BUSN 305","3","Introduction to Data Analytics","3","","Lec","MWF","1100-1150","LUTR 123","Shaltayev, Dmitriy","24","Open",
"8354","BUSN 305","4","Introduction to Data Analytics","3","","Lec","MWF","1200-1250","LUTR 123","Shaltayev, Dmitriy","24","Open",
"8355","BUSN 311","1","Marketing Management","3","","Lec","MWF","1000-1050","LUTR 170","McGreevy, Priscilla","24","Open",
"8356","BUSN 311","2","Marketing Management","3","","Lec","TR","1500-1615","FERG 208","Kim, Shin","24","Open",
"8357","BUSN 311","3","Marketing Management","3","","Lec","MWF","1200-1250","FORBES 3014","Scrofani, Lydia","24","Open",
"8358","BUSN 317","1","Sales Skills","3","","Lec","MWF","0900-0950","LUTR 142","Scrofani, Lydia","19","Open",
"9232","BUSN 317","2","Sales Skills","3","","Lec","MWF","1000-1050","LUTR 142","Scrofani, Lydia","19","Open",
"8359","BUSN 323","1","Corporate Finance","3","","Lec","TR","1500-1615","TFAC 205","Haque Simu, Tahsina","19","Open",
"8360","BUSN 323","2","Corporate Finance","3","","Lec","TR","0930-1045","FORBES 2070C","Haque Simu, Tahsina","19","Open",
"8361","BUSN 323","3","Corporate Finance","3","","Lec","MWF","0800-0850","LUTR 258","Chen, Xian","24","Open",
"8363","BUSN 418","1","Strategic Management","3","","Lec","MWF","0800-0850","LUTR 109","Walker, Scott","24","Open",
"8364","BUSN 418","2","Strategic Management","3","","Lec","MWF","1100-1150","MCM 262","Walker, Scott","18","Open",
"8365","BUSN 418","3","Strategic Management","3","","Lec","MWF","1300-1350","LUTR 347","Walker, Scott","18","Open",
"8366","BUSN 418","4","Strategic Management","3","","Lec","MWF","1000-1050","MCM 262","Walker, Scott","24","Open",
"9257","BUSN 442","1","Luter Business Inst - Biotech","3","","Lec","TR","1330-1445","MCM 200D","Donaldson, William","0","Closed",
"8367","BUSN 448","1","Enterprise Management","3","","Lec","TR","0800-0915","LUTR 105","Wilson, Robert","19","Open",
"8368","BUSN 448","2","Enterprise Management","3","","Lec","TR","0930-1045","LUTR 105","Wilson, Robert","24","Open",
"9251","BUSN 491","1","Brout Seminar","3","","Lec","MWF","1000-1050","TFAC 204","Kugel, Jonathan","19","Open",
"8554","CHEM 104","1","Introductory Chemistry II","3","  AINW","Lec","MWF","0800-0850","FORBES 2070D","Webb, Lisa","48","Open",
"8555","CHEM 104L","1","Introductory Chemistry Lab II","1","  AINW","Lab","M","1800-2100","FORBES 3002","Okumu, Antony","24","Open",
"8556","CHEM 104L","2","Introductory Chemistry Lab II","1","  AINW","Lab","T","1800-2100","FORBES 3002","Staff, CNU","0","Closed",
"8557","CHEM 121","1","General Chemistry I","3","  AINW","Lec","MWF","1300-1350","FORBES 1022","Gruber, Todd","95","Open",
"8558","CHEM 121L","1","General Chemistry Lab I","1","  AINW","Lab","W","1800-2150","FORBES 3002","Hahn, Insu","24","Open",
"8559","CHEM 121L","2","General Chemistry Lab I","1","  AINW","Lab","R","1800-2150","FORBES 3002","Hahn, Insu","24","Open",
"8560","CHEM 121L","3","General Chemistry Lab I","1","  AINW","Lab","M","1800-2150","FORBES 3009","Hahn, Insu","24","Open",
"8561","CHEM 122","1","General Chemistry II","3","  AINW","Lec","TR","0930-1045","MCM 114","Higgs, Andrew","48","Open",
"8562","CHEM 122","2","General Chemistry II","3","  AINW","Lec","MWF","0900-0950","FORBES 1022","Thorsen, Amanda","95","Open",
"8563","CHEM 122","3","General Chemistry II","3","  AINW","Lec","MWF","1100-1150","MCM 164","Shima, Sumie","48","Open",
"8564","CHEM 122","4","General Chemistry II","3","  AINW","Lec","TR","1330-1445","FORBES 2015","Webb, Lisa","48","Open",
"8565","CHEM 122","5","General Chemistry II","3","  AINW","Lec","MWF","1300-1350","FORBES 2070D","Thorsen, Amanda","48","Open",
"8566","CHEM 122","6","General Chemistry II","3","  AINW","Lec","TR","1500-1615","FORBES 2015","Staff, CNU","0","Closed",
"8567","CHEM 122L","1","General Chemistry Lab II","1","  AINW","Lab","W","1300-1650","FORBES 3002","Abdel-Fattah, Tarek","24","Open",
"8576","CHEM 122L","10","General Chemistry Lab II","1","  AINW","Lab","R","1800-2150","FORBES 3009","Eldredge, Patricia","24","Open",
"8577","CHEM 122L","11","General Chemistry Lab II","1","  AINW","Lab","T","1800-2150","FORBES 3009","Eldredge, Patricia","24","Open",
"8578","CHEM 122L","12","General Chemistry Lab II","1","  AINW","Lab","R","1330-1720","FORBES 3002","Shima, Sumie","22","Open",
"8568","CHEM 122L","2","General Chemistry Lab II","1","  AINW","Lab","M","1300-1650","FORBES 3002","Shima, Sumie","24","Open",
"8569","CHEM 122L","3","General Chemistry Lab II","1","  AINW","Lab","W","1300-1650","FORBES 3009","Shima, Sumie","24","Open",
